,id,superficie,cubierta,precio,piso,expensas,descripcion,ambientes,pileta,seguridad,parrilla,balcon,cochera,geometry,dist_comisarias,dist_subte,dist_trenes,dist_metrobus,antiguedad
13670,99463,67.0,64.0,4104.477611940299,,3600.0,"Dr. E.Ravignani entre Soler y Nicaragua // Palermo Hollywood Luminoso y moderno departamento ubicado en Palermo Hollywood, rodeado de bares, PUBS, restaurantes, locales de ropa de diseño y de gran actividad nocturna. A cuatro cuadras de Av. Santa Fe y cerca de todos los medios de transportes y subtes. El departamento ofrece un dormitorio con vestidor y baño en suite con balcón a vista abierta, soleado.,living comedor con balcón, modular rotativo para TV ,se puede ver en los dos ambientes y toilette. Cocina luminosa con conexión para lavarropas ,patio.- Todo luz y Sol. Toilette, El edificio tiene piscina,parrilla,cuenta con seguridad 24 hs. y espacio cochera fijo. Superficie total aprox.: 64mts2",2,1,1,1,1,1,POINT (-58.4366777413 -34.57930770239999),697.5724059675929,482.87191625537463,450.95310080212784,672.4651542197989,usado
13683,99679,75.0,75.0,5000.0,,3800.0,"  EDIFICIO PALERMOAV. Libertador 3500 piso 1Semipiso con palier al frente (a AV. Del Libertador)  lo mejor  de Palermo, dos ambientes con dependencia con posibilidades  de convertirlo en 3 ambientes.Muy buen estadoGran categoría. con cochera de cortesíaLUMINOSOEXCELENTE VISTA  a Jardines del Rosedal --   Edificio Racionalista de categoría -  Edificio postulado como patrimonio históricoAntigüedad: 69 años (1946) - Orientación: esteCOCHERAS de edificio son del consorcio y se alquilan a propietarios por bajo precio. Igual sucede con las Bauleras - Nro de pisos: 11 - edificio de 2 cuerpos - Deptos por piso: 2 - 2 Ascensores - Servicios Centrales - Calefacción: radiadores - Agua caliente: central -   - ABL: $750 mensual - Seguridad 24 hs. - AMENITIES: pileta de natación climatizada cubierta en último piso, solarium, gym - Laundry -Mas info comunicarse al /3026 Tenes que vender para comprar?Solicita HOY mismo tu tasación a  MOSNA INMOBILIARIACiudad de la Paz 1721 piso 1 Belgrano - CABA CUCICBA MAT 5647 todas las medidas enunciadas son meramente orientativas, las medidas exactas serán las que se expresen en el respectivo titulo de propiedad de cada inmueble.",2,1,1,0,0,1,POINT (-58.4179351885 -34.5735469171),942.3147380831476,895.3462542254019,633.1918863139149,853.1894435083075,usado
13695,99850,75.0,75.0,2493.333333333333,,4000.0,VENTA DEPARTAMENTO 3 AMBIENTES CON DEPENDENCIA DE SERVICIO*** APTO CREDITO ***3º Piso Contra frente - amplio Living Comedor - cómoda Cocina separada con muebles completos de alacenas y bajo mesada - Hall de Distribución - 2 Dormitorio con placar - 1 Baño Completo - Dependencia de Servicio con Baño- EXCELENTE UBICACION- MUY BUEN EDIFICIOSF Grupo Inmobiliario -  - Tel.: ,3,0,0,0,0,0,POINT (-58.4394023287 -34.5662611705),782.877718773889,637.7201384987253,524.4373545276654,616.1929696845352,usado
13704,100028,42.0,37.0,4047.6190476190477,,2800.0,VENTA DEPARTAMENTO 2 AMBIENTES CON COCHERA EN LAS CAÑITAS*** APTO CREDITO ***10º Piso al Contrafrente - Hall de Entrada - Living Comedor con salida a Balcón - Cocina con muebles completos de alacenas y bajo mesada - Lavadero Independiente - Hall de Distribución - Dormitorio con placar con interiores completos - 1 Baño completo con bañera.- EXCELENTE UBICACION sobre Av. Luis M. Campos- EXCELENTE ESTADO- MUY BUENA VISTA A PULMON DE MANZANA- COCHERA FIJA CUBIERTA- EXPENSAS: $2.800.-- SUPERFICIE: 42m2 ,2,0,0,0,1,1,POINT (-58.4355559476 -34.5705485481),437.1318402485571,516.016134620733,557.7708853486018,474.57904943051824,usado
13725,100681,33.0,33.0,4848.484848484848,,,Condo Hotel Premium en Lafinur y Libertador Habitaciones escriturables (monoambientes) 33m2 Totalmente equipadas Terminaciones de primera categoria Amenities Alta renta: $12.000 mensuales,1,0,0,0,0,0,POINT (-58.4126446918 -34.5776782468),409.14616122227676,883.4128498985249,1268.2243014683374,939.8127937947914,usado
13785,101465,75.0,75.0,4800.0,,4200.0,"SEMIPISO- 2 amb. c/dependencias al frente y cochera en edificio.Zona Rosedal. Palermo. Embajada de EEUULa mejor vista de Bs. As .- Muy luminoso - Ventanas en todos los ambientesHermosa vista a jardines del Rosedal- La cuadra con mayor seguridad por estar la embajada de EEUUSemipiso 2 amb. c/dep. ó 2º dormitorio y baño de servicio,  Dormitorio principal en suite. Cocina amplia de 3,15 x 2,15 alacenas y bajo mesadasLiving comedor espejado de pared a paredDependencia de servicio con baño propioAmplios placaresCochera en el  edificio con valet parking. Entrada al dpto. por palier privado o por entrada de servicio.Patio de uso exclusivo anexable 1,20 x 7.Todos los ambientes externos y luminosos con ventanas.Edificio con vigilancia y conserjería las 24 hs. Cuenta con entrada por calle Oro y entrada por Av. Libertador.Pileta olímpica cubierta y climatizada. Gimnasio en último piso. Lavaderos individuales y pequeñas bauleras. Agua caliente y calefacción central.Local alquilado en planta baja que abarata las expensas.Se deja expresa constancia que las medidas, superficies, m2 y proporciones consignadas son aproximados, al igual que las medidas parciales y/o de los ambientes esta sujeto a verificación y/o ajuste. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual",2,1,1,0,0,1,POINT (-58.4179351885 -34.5735469171),942.3147380831476,895.3462542254019,633.1918863139149,853.1894435083075,usado
13788,101513,58.0,42.0,2155.172413793104,,2500.0,"NO APTO CRÉDITODOS AMBIENTES CON BALCÓN TERRAZA EN PLENO PALERMO APTO PARA VIVIENDA U OFICINANos encontramos con un departamento de dos ambientes al frente, balcón terraza, cocina separada.Al ingresar ubicamos el living de 7.45 x 3 con tres amplios ventanales con persiana, que permiten la salida al balcón terraza de 2 x 8, el cual cuenta con toldos y espacio para conectar el lavarropasEn el living ubicamos tres amplios placares con baulera, pisos de cerámica, mucha luz. La cocina es separada con muebles de bajo mesada, y cocina. Agua caliente por termo tanque eléctrico y calefacción por picos de gas.El dormitorio ubicado al contrafrente cuenta con ventana propia, placard y escritorio empotrado.Edificio apto profesional.Superficie cubierta 42Descubierta 18Excelente ubicación: a ½ cuadra de Av. Santa Fe, 1 cdra de Juan B Justo, 1 cuadra de Subte D, 2 cuadras de estación FFCC San Martín Sabatini Negocios InmobiliariosTel: Web:  SIN CARGO SU PROPIEDAD! ¡ADMINISTRAMOS EL ALQUILER DE SU PROPIEDAD",2,0,0,0,1,0,POINT (-58.42526982760001 -34.5786777673),635.3106157517741,49.466195154687064,115.87933328062005,53.69839508081903,usado
13803,102082,50.0,50.0,2900.0,,2300.0,"APTO CRÉDITO3 ambientes lateral primer piso por escaleraLiving Comedor de 4.70x3.30Dormitorio Principal  de 3.70x3.20Escritorio/Comedor o 2do Dorm en espacio de doble circulación 2.80x2.80Baño completo refaccionado hace pocos añosCocina con bajo mesada, gas naturalLavadero independiente en pasillo dentro de un armarioMuy LuminosoCalefacción por tiro balanceado2 splits, y 3 ventiladoresPalermo muy cerca del subte Línea D, Av. Sta. Fe, Sabatini Negocios InmobiliariosAv. Cabildo 790Tel.:  / ",3,0,0,0,0,0,POINT (-58.4230245406 -34.583825561),301.7498049203522,316.04691126226015,671.8039976702469,357.4519470240079,usado
13804,102086,50.0,44.0,3560.0,,2700.0,"Excelente departamento de 2 ambientes de 50 m2 a estrenar, muy luminoso, un 8vo piso al frente, con una linda vista abierta en un calle tranquila, El edificio cuenta con Piscina, solarium parrilla y laundry.  A 4 cuadras de la Avenida Santa Fe, donde esta ubicado el Subte linea D estación Plaza Italia y el nuevo metrobus 3 cuadras del nuevo centro comercial "" Los Arcos'.La venta de la propiedad está supeditada a la obtención del COTI por parte del propietarioRiener Propiedades 1544084000 MAT. CUCICBA 6333",2,1,0,1,0,0,POINT (-58.42710658 -34.5842940927),668.9220766918783,629.5905688558294,644.832312218585,379.7938082183184,estrenar
13807,102103,50.0,42.0,2860.0,,,"Excelente Monoambiente divisible a estrenar de 42m2 en un 3er piso, muy luminosos y bien distribuido con vista abierta sobre la calle Fray justo Santa Maria de Oro en intersección con la calle Guatemala, a 4 cuadras de la Avenida Santa Fe, donde esta ubicado el Subte linea D estación Plaza Italia y el nuevo metrobus. A 3 cuadras del nuevo centro comercial "" Los Arcos'.La venta de la propiedad está supeditada a la obtención del COTI por parte del propietarioRiener Propiedades 1544084000 MAT. CUCICBA 6333",1,0,0,0,0,0,POINT (-58.4282289643 -34.5834907086),750.1093554568097,607.8952321768844,575.3359176789389,244.1123749173851,estrenar
13810,102127,35.0,31.0,3600.0,,1200.0,"Excelente Monoambiente a estrenar de 35m2 en un 7mo piso, muy luminosos y bien distribuido con vista abierta sobre la calle Fray justo Santa Maria de Oro en intersección con la calle Guatemala, a 4 cuadras de la Avenida Santa Fe, donde esta ubicado el Subte linea D estación Plaza Italia y el nuevo metrobus. A 3 cuadras del nuevo centro comercial "" Los Arcos'.La venta de la propiedad está supeditada a la obtención del COTI por parte del propietarioRiener Propiedades 1544084000 MAT. CUCICBA 6333",1,0,0,0,0,0,POINT (-58.4282289643 -34.5834907086),750.1093554568097,607.8952321768844,575.3359176789389,244.1123749173851,estrenar
13814,102156,56.0,50.0,5089.285714285715,,3900.0,"Excelente departamentos de 2 ambientes a estrenar con inmejorable vista de la ciudad de buenos aires. Mesada de cocina en granito negro Brasil, anafe y horno eléctrico, y con frentes de placard espejados e interiores de placard y aire acondicionado tipo multisplit en todos los ambientes y pisos flotantes de madera. Disponibles en piso 30, 31 y 32.La venta de la propiedad está supeditada a la obtención del COTI por parte del propietarioRiener Propiedades 1544084000 MAT. CUCICBA 6333",2,0,0,0,0,0,POINT (-58.4243003491 -34.5777768214),650.3856307021048,147.94567587334387,218.53526525770562,134.27186503847298,estrenar
13818,102178,82.0,82.0,4512.195121951218,,5500.0,"APTO CRÉDITOHermoso semi piso 4 amb. + dependencia. con cochera fija y baulera. Seguridad 24 hs.Contra-frente súper tranquilo y Luminoso!!Inmejorable ubicación sobre Av. Coronel Diaz, muy próximo a Parque Las Heras, Alto Palermo Shopping, Av. Santa Fe y Subte D.  estación Bulnes.Excelente distribución, todos los metros muy bien aprovechados. Pisos de Parquet. Servicios Centrales. 1 baño completo, 1 toilette y 1 baño de servicio.Muy luminoso,  sol de mañana. Contra-frente súper tranquilo, es último piso.Living comedor cuadrado muy favorable para la disposición del mobiliario. Generoso balcón con cerramiento. 2 cómodos dormitorios + un 3ro que en este momento está como gran vestidor. (medida sin placard 3x2)  con placard  (3x1.40). También existe  la posibilidad de integrar y agrandar  el 2do dormitorio. Cocina con  doble bacha y  espacio para mesa. Lavadero incorporado. Dependencia de servicio con su baño.Cochera fija y cubierta + Baulera.IMPECABLE ESTADO!!Superficie total: 92m2Superficie semi cubierta: 10m2SABATINI NEGOCIOS INMOBILIARIOS TASACIONES!!",4,0,1,0,1,1,POINT (-58.4091829302 -34.5875943124),618.968863999871,206.38641534792356,1573.6131375406603,1421.964126424739,usado
13822,102227,63.0,57.0,2619.0476190476197,,1200.0,"APTO CRÉDITOIMPRENTA: Departamento de 3 ambientes, muy buena planta con amplio living y cómodo balcón con vista parcial a nuevo edificio La Imprenta. Edificio de diseño arquitectónico reconocido en su momento. Buena oportunidad para comprar con crédito. SABATINI NEGOCIOS INMOBILIARIOS. Av. Cabildo 790, 011- /  /  / TASAMOS HOY SU PROPIEDAD.",3,0,0,0,1,0,POINT (-58.4340361008 -34.5665385143),876.2871491410306,962.6516969949524,473.3407501253305,859.9344467044017,estrenar
13823,102267,45.0,42.0,2844.4444444444453,,1200.0,"Dos ambientes en zona Plaza Italia, 2 cuadras Subte, Distribución clásica, balcón, pisos de parquet. Oportunidad! Apto Crédito. SABATINI NEGOCIOS INMOBILIARIOS. Av. Cabildo 790,  /  /  / TASAMOS HOY SU PROPIEDAD, TOMAMOS SU PROPIEDAD EN PARTE DE PAGO.",2,0,0,0,1,0,POINT (-58.4230245406 -34.583825561),301.7498049203522,316.04691126226015,671.8039976702469,357.4519470240079,usado
13832,102543,88.0,83.0,2613.6363636363635,,4900.0,"4 amb. con dependencia al frente con balcón de época. Excelente ubicación a  1 cuadra y media de Av. Santa Fe y estación Bulnes del subte D. 2 cuadras de Av. coronel Diaz.Servicios centrales, pisos de parquet.Cómodo living comedor con salida a balcón corrido al frente. Cocina con espacio de comedor diario, lavadero independiente. Baño completo, toilette y baño de servicio.3 dormitorios + dependencia de servicio.Superficie total: 88m2Superficie cubierta: 83m2SABATINI NEGOCIOS INMOBILIARIOS      TASACIONES!! TOMAMOS PROPIEDADES EN PARTE DE PAGO!!",4,0,0,0,1,0,POINT (-58.4141790412 -34.5906937273),365.6118856374389,379.91610358211364,1763.5816831478214,1334.627778871163,usado
13839,102682,95.0,73.0,3000.0,,3500.0,"Excelente Departamento 3 amb con cochera en Pleno Palermo Hollywood.73mts Cubiertos + 10 de balcónApto CréditoEstá en una calle super tranquila, con vista amplia a 4 manzanas sin edificios.Cocina separada.Lavadero separado.Piso de parquet.Calefacción por tiro balanceadoAire acondicionado frio/calor en el livingExpensas alrededor de 3500 (incluye la cochera)CMCPSI 6330",3,0,0,0,1,1,POINT (-58.4388671797 -34.5795178441),688.8762708059544,597.3149978237295,576.0468130431942,751.1828662442505,usado
13884,104411,108.0,92.0,2934.9074074074074,,,Estupendo cuatro ambientes al contrafrente con increible balcon terraza.Ubicado en el segundo piso.Consulte por cocheras.,4,0,0,0,1,1,POINT (-58.4489360879 -34.5678110235),1085.411419723188,342.0729393605558,613.7876825295695,8.894140775075346,usado
13891,104539,73.0,67.0,3630.1369863013697,,3100.0,"Excelente 3 ambientes con vista abierta a los jardines del Regimiento de Patricios.Lleno de sol, muy alegre!Livingcomedor apaisado con split/frio, medidas: 6.50 mx 3.50 m. Balcon de 1.50 m x 4 m   cocina incorporada y lavadero.Cocina Longvie y extractor Whirpool, bajo y altamesa de buena calidad.Recepción separada de los cuartos por un pasillo.Muy lindo Toilette con ducha.Los dos cuartos tienen persiana y dan a un luminoso contrafrente: Suite  con vestidor y split/frio.Losa radiante individual por caldera dual.Cochera fija con excelente ubicación.La venta del inmueble esta sujeta a la tramitación del COTI por parte de los propietarios.",3,0,0,0,1,1,POINT (-58.4305530251 -34.5755557875),810.3559125731655,411.43716888983926,392.5659363663283,200.842663227461,usado
13965,105689,55.0,49.0,2836.3636363636365,,,            Excelente monoambiente en venta con renta. Balcón al frente.Apto profesional.Pisicina  y solarium.Split frío /calor.Laundry.        ,1,0,0,0,1,0,POINT (-58.4393978972 -34.5868002873),1157.4844882625227,927.471210499196,962.2872074200993,454.6425752983306,usado
13967,105732,51.0,48.0,3039.215686274509,,,"DEPARTAMENTO DE DOS AMBIENTES MUY LUMINOSO A ESTRENAR. SIN COMISIÓNTorre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales. ",2,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13970,105760,78.0,64.0,3232.8205128205127,,,"DEPARTAMENTO DE TRES AMBIENTES MUY LUMINOSO A ESTRENAR. SIN COMISIÓNTorre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales. ",3,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13972,105771,89.0,74.0,3539.325842696629,,,"DEPARTAMENTO DE TRES AMBIENTES MUY LUMINOSO A ESTRENAR. SIN COMISIÓNTorre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales. ",3,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13973,105779,37.0,33.0,3518.918918918919,,,"Torre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales. ",4,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,usado
13974,105792,41.0,35.0,3781.317073170732,,,"DEPARTAMENTO DE MONOAMBIENTE MUY LUMINOSO A ESTRENAR. SIN COMISIÓNTorre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales. ",1,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13975,105803,113.0,98.0,3703.938053097345,,,"DEPARTAMENTO DE CUATRO AMBIENTES MUY LUMINOSO A ESTRENAR. SIN COMISIÓNTorre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales. GuardarCancelar",4,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13976,105838,129.0,85.0,3666.4108527131775,,,"DEPARTAMENTO DE TRES AMBIENTES MUY LUMINOSO A ESTRENAR. SIN COMISIÓNTorre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales. ",3,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13977,105850,98.0,85.0,3699.3775510204077,,,"DEPARTAMENTO DE TRES AMBIENTES MUY LUMINOSO A ESTRENAR. SIN COMISIÓNTorre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales. ",3,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13978,105861,171.0,139.0,3665.7953216374267,,,"DEPARTAMENTO DE TRES AMBIENTES MUY LUMINOSO A ESTRENAR. SIN COMISIÓNTorre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales. ",3,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13979,105874,89.0,74.0,3625.483146067416,,,"DEPARTAMENTO DE TRES AMBIENTES MUY LUMINOSO A ESTRENAR. SIN COMISIÓNTorre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales. ",3,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13981,105884,51.0,48.0,3334.9411764705883,,,"DEPARTAMENTO DE DOS AMBIENTES MUY LUMINOSO A ESTRENAR. SIN COMISIÓNTorre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales. ",2,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13982,105899,51.0,48.0,3436.0,,,"DEPARTAMENTO DE DOS AMBIENTES MUY LUMINOSO A ESTRENAR. SIN COMISIÓNTorre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales. ",2,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13983,105908,51.0,48.0,3487.529411764706,,,"DEPARTAMENTO DE DOS AMBIENTES MUY LUMINOSO A ESTRENAR. SIN COMISIÓNTorre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales. ",2,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13985,105930,51.0,48.0,3137.254901960784,,,"DEPARTAMENTO DE DOS AMBIENTES MUY LUMINOSO A ESTRENAR. SIN COMISIÓNTorre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales. ",2,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13986,105933,68.0,61.0,4732.35294117647,,,"            Es un frente de 5 lotes sobre Guatemala entre Fitz Roy y Bonpland Unidades de 1, 2 y 3 ambientes. Todas las unidades de dos y tres ambientes disponen de una cochera pre asignada. Memoria descriptiva Hall de Acceso con revestimientos de mármol o granito.Garita de seguridad con personal de vigilancia las 24 hs. Cocheras cubiertas fijas 3 Ascensores automáticos de última generación Laundry equipado Grupo electrógeno para áreas comunesCCTV con grabación digital En 10º Piso Piscina de 24 mts . Quincho con parrilla Gimnasio equipado con maquinas de última generación. Posibilidades de financiación.        ",3,1,1,1,0,1,POINT (-58.4318511211 -34.5805094287),1031.082324798144,609.0924317469198,537.9098285769819,225.13147221278484,usado
13987,105948,64.0,48.0,3109.375,,,"DEPARTAMENTO DE DOS AMBIENTES MUY LUMINOSO A ESTRENAR. SIN COMISIÓN (Para la Venta)Torre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales.Alquiler:  ajuste semestral del 12,5%, 4,15%  de comisión y 1 mes de depósito",2,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13988,105949,106.0,67.0,4226.415094339623,,,"            Es un frente de 5 lotes sobre Guatemala entre Fitz Roy y Bonpland Unidades de 1, 2 y 3 ambientes. Todas las unidades de dos y tres ambientes disponen de una cochera pre asignada. Memoria descriptiva Hall de Acceso con revestimientos de mármol o granito.Garita de seguridad con personal de vigilancia las 24 hs. Cocheras cubiertas fijas 3 Ascensores automáticos de última generación Laundry equipado Grupo electrógeno para áreas comunesCCTV con grabación digital En 10º Piso Piscina de 24 mts . Quincho con parrilla Gimnasio equipado con maquinas de última generación. Cochera  USD 47.400        ",3,1,1,1,0,1,POINT (-58.4318511211 -34.5805094287),1031.082324798144,609.0924317469198,537.9098285769819,225.13147221278484,usado
13989,105953,53.0,50.0,3018.867924528302,,4500.0,"            DEPARTAMENTO DE 2 AMB y 1/2 EN LAS CAÑITAS. Excelente ubicación. Living comedor vidriado con acceso al balcón al frente. Cocina eléctrica, integrada. Dormitorio en suite. Expensas $ 4200 (incluyen ABL y Aysa). Edificio de 3 años de antigüedad con Amenities: piscina, parrilla y laundry.        ",2,1,0,1,1,0,POINT (-58.43230741510001 -34.56754771510001),883.54189706158,882.180723802355,643.5019289249252,902.2885818343162,usado
13990,105966,34.0,30.0,5011.764705882353,,,"            Es un frente de 5 lotes sobre Guatemala entre Fitz Roy y Bonpland Unidades de 1, 2 y 3 ambientes. Todas las unidades de dos y tres ambientes disponen de una cochera pre asignada. Memoria descriptiva Hall de Acceso con revestimientos de mármol o granito.Garita de seguridad con personal de vigilancia las 24 hs. Cocheras cubiertas fijas 3 Ascensores automáticos de última generación Laundry equipado Grupo electrógeno para áreas comunesCCTV con grabación digital En 10º Piso Piscina de 24 mts . Quincho con parrilla Gimnasio equipado con maquinas de última generación. Posibilidades de financiación.        ",3,1,1,1,0,1,POINT (-58.4318511211 -34.5805094287),1031.082324798144,609.0924317469198,537.9098285769819,225.13147221278484,usado
13991,105975,31.0,27.0,4806.451612903225,,,"            Es un frente de 5 lotes sobre Guatemala entre Fitz Roy y Bonpland Unidades de 1, 2 y 3 ambientes. Todas las unidades de dos y tres ambientes disponen de una cochera pre asignada. Memoria descriptiva Hall de Acceso con revestimientos de mármol o granito.Garita de seguridad con personal de vigilancia las 24 hs. Cocheras cubiertas fijas 3 Ascensores automáticos de última generación Laundry equipado Grupo electrógeno para áreas comunesCCTV con grabación digital En 10º Piso Piscina de 24 mts . Quincho con parrilla Gimnasio equipado con maquinas de última generación. Posibilidades de financiación.        ",3,1,1,1,0,1,POINT (-58.4318511211 -34.5805094287),1031.082324798144,609.0924317469198,537.9098285769819,225.13147221278484,usado
13992,105977,64.0,48.0,3203.125,,,"DEPARTAMENTO DE DOS AMBIENTES MUY LUMINOSO A ESTRENAR. SIN COMISIÓN (Para la Venta)Torre de 18 pisos ubicado en pleno corazón de Palermo, con excelentes departamentos muy luminosos de 1, 2, 3 y 4 ambientes. Balcones y terrazas con vistas abiertas. Detalles de categoría y confort. Piscina, SUM, gimnasio, salón para niños, seguridad 24hrs. Cochera y bauleras opcionales.Alquiler:  ajuste semestral del 12,5%, 4,15%  de comisión y 1 mes de depósito",2,1,1,0,1,1,POINT (-58.43897908050001 -34.5882667924),1141.3896801970266,876.5055756666728,890.8003315273655,471.10087053638887,estrenar
13993,105984,107.0,88.0,3271.028037383177,,7100.0,"            SEMIPISO DE 3 AMB. C/ DEP + ESPACIO GUARDA COCHE EN TORRE PAMPURO. Piso alto al contrafrente con vista abierta y balcón perimetral. Hall con placard y toilette de recepción. Living comedor amplio y cómodo con persianas eléctricas. Cocina independiente en ""L"" integrada a la dependencia de servicio con comedor diario. Conexión para lavarropas y secarropas incluído. Dormitorios con amplios placares. 1 baño compl. + 1 de servicio. Edificio con seguridad 24 hs.        ",3,0,1,0,1,1,POINT (-58.4329267838 -34.567025089),889.9394003665718,924.5342611619266,565.0433675267133,894.1242695704826,usado
